date,CDXTIL15,CDXTHL15,AMCIsUSD Index,SPX Index,SPTR Index,CCMP Index,INDU Index,SX5E Index,NKY Index,VIX Index,USGG2YR Index,USGG10YR Index,GC1 Comdty,CO1 Comdty,CU1 Comdty,DXY Curncy
2009-01-29,99.93661,83.57828,-2.1078408,845.14,1361.535,1507.84,8149.01,2269.4,8251.24,42.63,0.9543,2.8586,905.1,45.4,,85.277
2009-01-30,99.87715,83.04304,-2.2184985,825.88,1330.51,1476.42,8000.86,2236.98,7994.05,44.84,0.9463,2.8403,927.3,45.88,,85.999
2009-02-02,99.70336,82.35096,-2.266146,825.44,1329.813,1494.43,7936.83,2198.74,7873.98,45.52,0.8909,2.7226,907.2,43.82,25230.0,86.073
2009-02-03,99.9948,82.49483,-2.234588,838.51,1350.885,1516.3,8078.36,2244.89,7825.51,43.06,0.9624,2.884,892.5,44.08,25950.0,85.05
2009-02-04,99.9229,82.55851,-2.2043242,832.23,1341.765,1515.05,7956.66,2297.73,8038.94,43.85,0.9785,2.9353,902.2,44.15,27170.0,85.702
2009-02-05,99.83007,82.077446,-2.19676,845.85,1363.816,1546.24,8063.07,2293.23,7949.65,43.73,0.9627,2.912,914.2,46.46,27450.0,86.057
2009-02-06,100.090225,82.81433,-2.194739,868.6,1401.061,1591.71,8280.59,2343.66,8076.62,43.37,0.9951,2.9917,914.3,46.21,28110.0,85.346
2009-02-09,100.36517,83.491425,-2.197974,869.89,1403.194,1591.56,8270.87,2348.95,7969.03,43.64,1.0113,2.9844,892.8,46.02,29400.0,84.792
2009-02-10,100.00928,82.69684,-2.2362761,827.16,1334.303,1524.73,7888.88,2268.15,7945.94,46.67,0.891,2.8136,914.2,44.61,29440.0,85.807
2009-02-11,100.162895,82.21265,-2.2176664,833.74,1345.5,1530.5,7939.53,2267.9,,44.53,0.9151,2.7537,944.5,44.28,28510.0,85.776
2009-02-12,100.015755,82.185844,-2.0643127,835.19,1348.151,1541.71,7932.76,2214.95,7705.36,41.25,0.9071,2.7824,949.2,44.65,28090.0,86.547
2009-02-13,99.91694,82.145325,-2.1050403,826.84,1334.833,1534.36,7850.41,2228.29,7779.4,42.93,0.964,2.8894,942.2,44.81,28500.0,86.041
2009-02-16,99.91694,82.145325,-2.110972,,,,,2193.64,7750.17,,0.956,2.8895,,43.28,27580.0,86.66
2009-02-17,99.38119,81.68844,-2.3406594,789.17,1274.256,1470.66,7552.6,2119.98,7645.51,48.66,0.8588,2.6479,967.5,41.03,27360.0,87.581
2009-02-18,99.41756,81.65347,-2.449137,788.42,1273.294,1467.97,7555.63,2118.47,7534.44,48.46,0.948,2.7554,978.2,39.55,26390.0,88.007
2009-02-19,99.514885,81.5243,-2.424505,778.94,1258.817,1442.82,7465.95,2114.84,7557.65,47.08,0.9806,2.8531,976.5,41.99,26730.0,87.439
2009-02-20,99.417366,81.04681,-2.4793484,770.05,1244.717,1441.23,7365.67,2011.68,7416.38,49.3,0.9402,2.7879,1002.2,41.89,26890.0,86.488
2009-02-23,99.2062,80.95369,-2.628557,743.33,1201.561,1387.72,7114.78,1991.63,7376.16,52.62,0.9321,2.7536,995.0,40.99,26800.0,87.24
2009-02-24,99.319,81.90222,-2.4308794,773.14,1249.76,1441.83,7350.94,1977.5,7268.56,45.49,0.9732,2.7951,969.5,42.5,26600.0,86.895
2009-02-25,99.335884,81.55962,-2.3040648,764.9,1236.742,1425.43,7270.89,1965.26,7461.22,44.67,1.0735,2.9263,966.2,44.29,27600.0,87.906
2009-02-26,99.25592,81.26536,-2.2900624,752.83,1217.491,1391.47,7182.08,2021.14,7457.93,44.66,1.0814,2.9908,942.6,46.51,28080.0,87.727
2009-02-27,98.968575,80.53641,-2.364022,735.09,1188.84,1377.84,7062.93,1976.23,7568.42,46.35,0.9701,3.0131,942.5,46.35,27950.0,88.008
2009-03-02,98.37961,79.271095,-2.6030235,700.82,1133.431,1322.85,6763.29,1882.79,7280.15,52.65,0.8671,2.8624,940.0,42.21,27510.0,88.94
2009-03-03,98.29579,78.43027,-2.7806356,696.33,1126.176,1321.01,6726.02,1864.73,7229.72,50.93,0.875,2.8771,913.6,43.7,27850.0,88.91
2009-03-04,98.322525,78.19639,-2.755479,712.87,1153.349,1353.74,6875.84,1943.46,7290.96,47.56,0.9387,2.9745,906.7,46.12,28890.0,88.577
2009-03-05,98.07377,77.52429,-2.8497977,682.55,1104.376,1299.59,6594.44,1852.25,7433.49,50.17,0.8829,2.8115,927.8,43.64,30010.0,89.105
2009-03-06,97.97462,77.4263,-2.8980422,683.38,1105.998,1293.85,6626.94,1817.24,7173.1,49.33,0.947,2.8717,942.7,44.85,29650.0,88.512
2009-03-09,97.55303,76.76384,-2.9361937,676.53,1095.036,1268.64,6547.05,1809.98,7086.03,49.68,0.9551,2.8589,918.0,44.13,29420.0,89.009
2009-03-10,98.33619,78.135,-2.835148,719.6,1164.831,1358.28,6926.49,1919.53,7054.98,44.37,1.0276,3.0044,895.9,43.96,29170.0,88.927
2009-03-11,98.24051,78.255875,-2.6262777,721.36,1168.074,1371.64,6930.4,1932.79,7376.12,43.61,1.0117,2.9048,910.7,41.4,29220.0,87.868
2009-03-12,98.59948,79.16278,-2.4854877,750.74,1215.869,1426.1,7170.06,1962.64,7198.25,41.18,1.0038,2.8535,924.0,45.09,28690.0,87.66
2009-03-13,98.580154,79.19785,-2.4975033,756.55,1225.316,1431.5,7223.98,1969.52,7569.28,42.36,0.9558,2.8902,930.1,44.93,29010.0,87.428
2009-03-16,98.61052,79.14217,-2.546751,753.89,1221.033,1404.02,7216.97,2033.72,7704.15,43.74,0.9964,2.9529,922.0,43.98,29370.0,86.946
2009-03-17,98.57857,79.19053,-2.3689034,778.12,1260.291,1462.11,7395.7,2012.25,7949.13,40.8,1.029,3.0066,916.8,48.24,30490.0,86.933
2009-03-18,98.8816,79.39975,-2.2954414,794.35,1286.622,1491.22,7486.58,2019.19,7972.17,40.06,0.8102,2.533,889.1,47.66,30630.0,84.595
2009-03-19,98.85213,78.87246,-2.3665907,784.04,1269.925,1483.48,7400.8,2039.58,7945.96,43.68,0.8587,2.6023,958.8,50.67,30980.0,83.129
2009-03-20,98.43893,78.41823,-2.4846425,768.54,1244.855,1457.27,7278.38,2050.96,,45.89,0.8668,2.6344,956.2,51.22,32020.0,83.841
2009-03-23,99.03468,79.5073,-2.4464498,822.92,1333.207,1555.77,7775.86,2121.72,8215.53,43.23,0.8913,2.6523,952.5,53.47,33320.0,83.426
2009-03-24,99.047356,79.51947,-2.3636599,806.12,1306.028,1516.52,7659.97,2127.37,8488.3,42.93,0.9076,2.701,923.8,53.5,33210.0,83.858
2009-03-25,99.1885,79.916824,-2.158964,813.88,1318.611,1528.95,7749.81,2149.18,8479.99,42.25,0.9541,2.7844,935.8,51.75,32670.0,83.808
2009-03-26,99.314766,80.207,-2.009538,832.86,1349.373,1587.0,7924.56,2156.97,8636.33,40.36,0.9066,2.7389,940.0,53.46,33370.0,84.165
2009-03-27,99.14007,79.51771,-1.9790438,815.94,1322.187,1545.2,7776.18,2118.76,8626.97,41.04,0.9066,2.7571,923.2,51.98,33770.0,85.111
2009-03-30,98.74252,78.555305,-2.136138,787.53,1276.225,1501.8,7522.02,2010.61,8236.08,45.54,0.8434,2.7117,915.5,47.99,33250.0,85.869
2009-03-31,98.61277,78.53708,-2.0344822,797.87,1292.977,1528.59,7608.92,2071.13,8109.53,44.14,0.796,2.6629,922.6,49.23,32860.0,85.43
2009-04-01,98.35105,78.70546,-1.9589477,811.08,1314.631,1551.6,7761.6,2097.57,8351.91,42.28,0.8038,2.6539,927.7,48.44,33420.0,85.503
2009-04-02,98.53979,79.892494,-1.939901,834.38,1352.474,1602.63,7978.08,2216.49,8719.78,42.04,0.8829,2.7662,908.9,52.75,33700.0,84.446
2009-04-03,98.944786,80.877655,-1.798624,842.5,1365.663,1621.87,8017.59,2198.75,8749.84,39.7,0.9467,2.8853,897.3,53.47,34060.0,84.165
2009-04-06,98.959435,80.90248,-1.817476,835.48,1354.36,1606.71,7975.85,2179.73,8857.93,40.93,0.9388,2.9223,872.8,52.24,,84.571
2009-04-07,98.932816,80.98962,-1.7280377,815.55,1322.912,1561.61,7789.56,2165.56,8832.85,40.39,0.9069,2.8965,883.3,51.22,35220.0,85.288
2009-04-08,98.952995,80.89526,-1.6501949,825.16,1338.532,1590.66,7837.11,2186.79,8595.01,38.85,0.923,2.8559,885.9,51.59,35510.0,85.361
2009-04-09,99.26638,81.65527,-1.5450045,856.56,1389.487,1652.54,8083.38,2247.89,8916.06,36.53,0.9474,2.9207,883.3,54.06,36380.0,85.786
2009-04-10,99.26638,81.65527,-1.4963069,,,,,,8964.11,,0.9475,2.9226,,,37970.0,
2009-04-13,99.66414,82.406746,-1.5018052,858.73,1393.125,1653.31,8057.81,,8924.43,37.81,0.8669,2.8579,895.8,52.14,40000.0,84.635
2009-04-14,99.46431,82.49113,-1.444717,841.5,1365.204,1625.72,7920.18,2278.65,8842.68,37.67,0.8427,2.7845,892.0,51.96,38930.0,84.642
2009-04-15,99.53632,82.45574,-1.3935267,852.06,1382.358,1626.8,8029.62,2262.96,8742.96,36.17,0.8508,2.7644,893.5,51.79,39050.0,85.081
2009-04-16,99.63964,82.54587,-1.3591069,865.3,1403.885,1670.44,8125.43,2300.51,8755.26,35.79,0.8992,2.8303,879.8,53.06,40470.0,85.227
2009-04-17,99.512405,82.525475,-1.2721361,869.6,1410.852,1673.07,8131.33,2341.15,8907.58,33.94,0.9643,2.9451,867.9,53.35,39730.0,85.981
2009-04-20,99.109276,81.815506,-1.4465841,832.39,1350.521,1608.21,7841.73,2249.44,8924.75,39.18,0.9075,2.8359,887.5,49.86,39340.0,86.637
2009-04-21,99.06656,81.32159,-1.4797782,850.08,1379.217,1643.85,7969.56,2243.63,8711.33,37.14,0.932,2.8969,882.7,49.82,37510.0,86.579
2009-04-22,99.183365,81.28931,-1.5419345,843.55,1368.916,1646.12,7886.57,2285.69,8727.3,38.1,0.9565,2.9397,892.5,49.81,37100.0,86.191
2009-04-23,99.40137,81.751434,-1.520168,851.92,1382.519,1652.21,7957.06,2259.54,8847.01,37.15,0.924,2.9193,906.6,50.11,36130.0,85.517
2009-04-24,99.665276,81.27278,-1.4719342,866.23,1405.737,1694.29,8076.29,2319.89,8707.99,36.82,0.957,2.9903,914.1,51.67,35400.0,84.714
2009-04-27,99.589134,81.1056,-1.4436918,857.51,1391.58,1679.41,8025.0,2317.36,8726.34,38.32,0.8749,2.9083,908.2,50.32,34800.0,85.696
2009-04-28,99.58266,81.377464,-1.4359753,855.16,1387.824,1673.81,8016.95,2280.52,8493.77,37.95,0.9461,3.0073,893.6,49.99,34600.0,85.158
2009-04-29,99.96167,82.87676,-1.3656977,873.64,1417.99,1711.94,8185.73,2334.59,,36.08,0.9541,3.1073,900.5,50.78,34160.0,84.474
2009-04-30,100.23127,83.88579,-1.284945,872.81,1416.727,1717.3,8168.12,2375.34,8828.26,36.5,0.8987,3.1187,891.2,50.8,35720.0,84.614
2009-05-01,100.2022,83.85123,-1.1658175,877.52,1424.408,1719.2,8212.41,2375.34,8977.37,35.3,0.9068,3.1533,888.2,52.85,,84.546
2009-05-04,100.42565,84.60254,-1.1179229,907.24,1472.641,1763.56,8426.74,2419.53,,34.53,0.9387,3.1514,902.2,54.58,37800.0,83.97
2009-05-05,100.51573,84.29746,-1.0349727,903.8,1467.248,1754.12,8410.65,2407.55,,33.36,0.9627,3.1592,904.3,54.12,37730.0,84.157
2009-05-06,101.03078,85.62759,-0.9773367,919.53,1493.307,1759.1,8512.28,2437.27,,32.45,0.9628,3.1612,911.0,56.15,37520.0,83.803
2009-05-07,101.00875,86.110016,-0.918911,907.39,1473.664,1716.24,8409.85,2406.08,9385.7,33.44,0.9949,3.3341,915.5,56.47,38700.0,83.941
2009-05-08,101.136024,86.650696,-0.847559,929.23,1509.138,1739.0,8574.65,2462.39,9432.83,32.05,0.9793,3.2856,914.9,58.14,38270.0,82.529
2009-05-11,100.86447,85.94051,-0.8646284,909.24,1477.203,1731.24,8418.77,2433.59,9451.98,32.87,0.891,3.1654,913.5,57.48,37480.0,82.678
2009-05-12,100.91248,85.5347,-0.83746475,908.35,1475.826,1715.92,8469.11,2424.34,9298.61,31.8,0.883,3.1727,923.9,57.94,36830.0,82.306
2009-05-13,100.702385,84.58381,-0.9137157,883.92,1436.745,1664.19,8284.89,2357.3,9340.49,33.65,0.8669,3.1195,925.9,57.34,37170.0,82.499
2009-05-14,100.6183,83.81587,-0.89195806,893.07,1451.791,1689.21,8331.32,2353.53,9093.73,31.37,0.8427,3.0884,928.4,56.69,35760.0,82.279
2009-05-15,100.54595,83.31658,-0.9714881,882.88,1435.482,1680.14,8268.64,2364.1,9265.02,33.12,0.8507,3.1341,931.3,55.98,35840.0,83.024
2009-05-18,100.92813,84.17691,-0.91332656,909.71,1479.24,1732.36,8504.08,2422.74,9038.69,30.24,0.9074,3.23,921.7,58.47,35110.0,82.667
2009-05-19,101.11465,84.876335,-0.79505366,908.13,1476.937,1734.54,8474.85,2459.59,9290.29,28.8,0.8831,3.243,926.7,58.92,36170.0,81.978
2009-05-20,101.1469,84.86802,-0.7326906,903.47,1469.473,1727.84,8422.04,2487.17,9344.64,29.03,0.8343,3.1912,937.4,60.59,36710.0,80.985
2009-05-21,101.05647,84.53551,-0.7946367,888.33,1445.279,1695.25,8292.13,2423.72,9264.15,31.35,0.8587,3.3644,951.2,59.93,36440.0,80.558
2009-05-22,101.03283,84.547676,-0.88143206,887.0,1443.143,1692.01,8277.32,2433.52,9225.81,32.63,0.8831,3.4495,958.9,60.78,35960.0,79.958
2009-05-25,101.03283,84.547676,-0.88223404,,,,,2440.23,9347.0,,0.8831,3.4496,,60.21,36630.0,80.024
2009-05-26,101.11981,84.832855,-0.8287028,910.33,1481.104,1750.43,8473.49,2468.45,9310.81,30.62,0.9159,3.5467,953.3,61.24,36780.0,80.131
2009-05-27,101.0638,84.65946,-0.8643375,893.06,1453.281,1731.08,8300.02,2479.48,9438.77,32.36,0.9779,3.7381,953.3,62.5,37000.0,80.332
2009-05-28,101.18608,85.25961,-0.85885525,906.83,1475.938,1751.79,8403.8,2453.15,9451.39,31.67,0.9621,3.6122,961.5,64.39,,80.433
2009-05-29,101.426704,86.4379,-0.7328389,919.14,1495.969,1774.33,8500.33,2451.24,9522.5,28.92,0.9146,3.4594,978.8,65.52,,79.348
2009-06-01,101.88738,88.44827,-0.74645174,942.87,1534.653,1828.68,8721.44,2537.35,9677.75,30.04,0.9463,3.6726,980.0,67.97,38830.0,79.171
2009-06-02,102.16279,89.247574,-0.5991576,944.74,1537.693,1836.8,8740.87,2534.17,9704.31,29.63,0.9464,3.6127,984.4,68.17,40080.0,78.404
2009-06-03,102.127945,88.377235,-0.56826615,931.76,1516.876,1825.92,8675.28,2483.39,9741.67,31.02,0.9068,3.5398,965.6,65.88,40110.0,79.5
2009-06-04,102.17432,88.03672,-0.5570992,942.46,1534.591,1850.02,8750.24,2487.08,9668.96,30.18,0.9546,3.7099,982.3,68.71,39460.0,79.414
2009-06-05,102.30244,88.88909,-0.5371806,940.09,1530.817,1849.42,8763.13,2503.17,9768.01,29.62,1.2923,3.8279,962.6,68.34,41050.0,80.67
2009-06-08,102.12433,88.550865,-0.5358794,939.14,1529.588,1842.4,8764.49,2468.37,9865.63,29.77,1.398,3.8736,952.5,67.88,40820.0,80.909
2009-06-09,102.19337,89.03267,-0.48351067,942.43,1535.032,1860.13,8763.06,2479.38,9786.82,28.27,1.3015,3.8559,954.7,69.62,40760.0,79.787
2009-06-10,102.123055,88.90767,-0.45875666,939.15,1529.758,1853.08,8739.02,2500.94,9991.49,28.46,1.3508,3.9455,954.7,70.8,41820.0,80.329
2009-06-11,102.07935,89.178215,-0.4484521,944.89,1539.502,1862.37,8770.92,2522.33,9981.33,28.11,1.3189,3.8543,962.0,71.79,41630.0,79.41
2009-06-12,102.1997,88.65581,-0.44502714,946.21,1541.698,1858.8,8799.26,2509.22,10135.82,28.15,1.2638,3.7916,940.7,70.92,41760.0,80.142
2009-06-15,101.962906,88.16155,-0.5361394,923.72,1505.062,1816.38,8612.13,2431.4,10039.67,30.81,1.2236,3.7113,927.5,69.44,40150.0,81.14
2009-06-16,101.6564,86.71447,-0.6191339,911.97,1485.919,1796.18,8504.67,2425.97,9752.88,32.68,1.1833,3.6588,932.2,70.24,39280.0,80.709
2009-06-17,101.48989,85.854866,-0.6599648,910.71,1483.895,1808.06,8497.18,2383.71,9840.85,31.54,1.1593,3.6882,936.0,70.85,38940.0,80.169
2009-06-18,101.37115,84.88411,-0.6501488,918.37,1496.59,1807.72,8555.6,2414.44,9703.72,30.03,1.2495,3.8277,934.6,71.06,39210.0,80.609
2009-06-19,101.42619,84.63803,-0.62460655,921.23,1501.245,1827.47,8539.73,2434.77,9786.26,27.99,1.2018,3.7808,936.2,69.19,39230.0,80.264
2009-06-22,101.263405,84.33595,-0.714626,893.04,1455.541,1766.19,8339.01,2359.28,9826.27,31.17,1.1284,3.681,921.0,66.98,38260.0,80.783
2009-06-23,101.26128,84.6243,-0.74882394,895.1,1458.919,1764.92,8322.91,2353.48,9549.61,30.58,1.0959,3.6208,924.3,68.8,37690.0,79.841
2009-06-24,101.473015,84.12857,-0.6948575,900.94,1468.479,1792.34,8299.86,2418.46,9590.32,29.05,1.1964,3.6851,934.4,68.33,38560.0,80.556
2009-06-25,101.546074,84.29355,-0.53179735,920.26,1499.975,1829.54,8472.4,2402.32,9796.08,26.36,1.125,3.5398,939.5,69.78,39300.0,80.403
2009-06-26,101.527695,84.17579,-0.47127548,918.9,1498.081,1838.22,8438.39,2389.91,9877.39,25.93,1.1092,3.5363,941.0,68.92,39850.0,79.878
2009-06-29,101.73207,85.09701,-0.44108835,927.23,1511.704,1844.06,8529.38,2437.72,9783.47,25.35,1.0933,3.4768,940.7,70.99,40360.0,79.835
2009-06-30,101.89942,85.37374,-0.42804226,919.32,1498.937,1835.04,8447.0,2401.69,9958.44,26.35,1.1091,3.5326,927.4,69.3,40760.0,80.133
2009-07-01,101.92275,85.64634,-0.39642277,923.33,1505.639,1845.72,8504.06,2449.73,9939.93,26.22,1.0377,3.5365,941.3,68.79,40090.0,79.634
2009-07-02,101.64522,84.93454,-0.44202217,896.42,1461.798,1796.52,8280.74,2369.65,9876.15,27.95,0.9815,3.4946,931.0,66.65,40560.0,80.151
2009-07-03,101.64522,84.93454,-0.48156083,,,,,2376.48,9816.07,,0.9813,3.4985,,65.61,39910.0,80.382
2009-07-06,101.554245,84.720505,-0.53264993,898.72,1465.583,1787.4,8324.87,2343.88,9680.87,29.0,0.9412,3.5063,924.3,64.05,39160.0,80.454
2009-07-07,101.418365,84.21285,-0.63631624,881.03,1436.743,1746.17,8163.6,2320.9,9647.79,30.85,0.9651,3.4544,929.1,63.23,39030.0,80.621
2009-07-08,101.3279,83.922745,-0.69910604,879.56,1435.199,1747.17,8178.41,2291.33,9420.75,31.3,0.909,3.3081,909.3,60.43,38560.0,80.766
2009-07-09,101.45041,84.27379,-0.67778337,882.68,1440.303,1752.55,8183.17,2313.87,9291.06,29.78,0.9247,3.403,916.2,61.1,38900.0,79.864
2009-07-10,101.34449,83.77961,-0.6228605,879.13,1434.504,1756.03,8146.52,2281.47,9287.28,29.02,0.8998,3.3026,912.5,60.52,39620.0,80.233
2009-07-13,101.46803,84.17639,-0.5118148,901.05,1470.427,1793.21,8331.68,2345.22,9050.33,26.31,0.8995,3.35,922.5,60.69,39380.0,80.126
2009-07-14,101.6455,84.59929,-0.42665973,905.84,1478.236,1799.73,8359.49,2370.71,9261.81,25.02,0.9394,3.4703,922.8,60.86,39560.0,80.184
2009-07-15,101.97961,85.59765,-0.4087918,932.68,1522.088,1862.9,8616.21,2451.02,9269.25,25.89,1.0117,3.6038,939.4,63.09,40900.0,79.316
2009-07-16,102.00745,85.45727,-0.34077418,940.74,1535.304,1885.03,8711.82,2458.97,9344.16,25.42,0.9793,3.5689,935.4,62.75,41810.0,79.216
2009-07-17,102.00163,85.52734,-0.28958714,940.38,1534.703,1886.61,8743.94,2469.2,9395.32,24.34,0.9868,3.6433,937.5,65.38,41690.0,79.347
2009-07-20,102.25572,86.3774,-0.28098044,951.13,1552.257,1909.29,8848.15,2500.69,,24.4,0.9703,3.6063,948.8,66.44,43020.0,78.907
2009-07-21,102.36298,86.66201,-0.21402518,954.58,1557.909,1916.2,8915.94,2519.99,9652.02,23.87,0.9213,3.4824,946.9,66.87,43130.0,78.927
2009-07-22,102.296555,86.153656,-0.17264464,954.07,1557.366,1926.38,8881.26,2528.85,9723.16,23.47,0.9373,3.5443,953.3,67.21,43150.0,78.706
2009-07-23,102.58032,87.1713,-0.15923728,976.29,1593.65,1973.6,9069.29,2585.79,9792.94,23.43,1.0105,3.6555,954.8,69.25,43620.0,78.803
2009-07-24,102.572426,87.289154,-0.0986585,979.26,1598.501,1965.96,9093.24,2582.76,9944.55,23.09,0.9936,3.6578,953.1,70.32,43470.0,78.749
2009-07-27,102.77818,88.07738,-0.11837691,982.18,1603.257,1967.89,9108.51,2601.41,10088.66,24.28,1.0344,3.7189,953.5,70.81,44380.0,78.626
2009-07-28,102.70306,88.03069,-0.11678329,979.62,1599.09,1975.51,9096.72,2573.08,10087.26,25.01,1.0755,3.6856,939.1,69.88,44650.0,78.85
2009-07-29,102.70665,88.360985,-0.14719176,975.15,1591.995,1967.76,9070.72,2600.31,10113.24,25.61,1.1585,3.6582,927.2,66.53,43540.0,79.63
2009-07-30,102.82907,89.06814,-0.1405867,986.75,1611.135,1984.3,9154.46,2654.74,10165.21,25.4,1.1665,3.6074,934.9,70.11,43020.0,79.285
2009-07-31,102.93077,89.97165,-0.13178264,987.48,1612.312,1978.5,9171.61,2638.13,10356.83,25.92,1.1113,3.4796,953.7,71.7,44840.0,78.347
2009-08-03,102.94168,90.65795,-0.08913809,1002.63,1637.055,2008.61,9286.56,2674.07,10352.47,25.56,1.1833,3.6333,957.5,73.55,47060.0,77.639
2009-08-04,102.85912,90.120346,-0.04252893,1005.65,1642.031,2011.31,9320.19,2670.96,10375.01,24.89,1.1996,3.6845,968.4,74.28,47580.0,77.765
2009-08-05,102.889366,90.110886,-0.04791588,1002.72,1637.807,1993.05,9280.97,2643.13,10252.53,24.9,1.2079,3.7459,965.0,75.51,48400.0,77.517
2009-08-06,102.95747,90.2101,-0.07390025,997.08,1628.819,1973.16,9256.26,2662.01,10388.09,25.67,1.2001,3.7501,961.5,74.83,47700.0,78.065
2009-08-07,103.21405,90.669266,-0.04154727,1010.48,1650.729,2000.25,9370.07,2706.22,10412.09,24.76,1.2977,3.8502,958.1,73.59,46950.0,78.975
2009-08-10,103.18732,90.54034,-0.04275948,1007.1,1645.258,1992.24,9337.95,2693.61,10524.26,24.99,1.2335,3.7765,945.8,73.5,48080.0,79.256
2009-08-11,102.873314,89.39799,-0.05748029,994.35,1624.908,1969.73,9241.45,2650.94,10585.46,25.99,1.1691,3.6677,946.5,72.46,48300.0,79.176
2009-08-12,102.85778,89.09162,-0.08785393,1005.81,1644.229,1998.72,9361.61,2688.21,10435.0,25.45,1.1532,3.7172,951.4,72.89,47890.0,78.79
2009-08-13,102.815094,88.71343,-0.07930638,1012.73,1655.656,2009.35,9398.19,2705.74,10517.19,24.71,1.0887,3.595,955.4,73.48,49720.0,78.489
2009-08-14,102.72719,87.91589,-0.07708498,1004.09,1641.544,1985.52,9321.4,2669.41,10597.33,24.27,1.0485,3.5688,947.6,72.41,50310.0,78.885
2009-08-17,102.51228,86.63979,-0.19767313,979.73,1602.061,1930.84,9135.34,2603.79,10268.61,27.89,1.008,3.4684,934.8,70.54,47880.0,79.292
2009-08-18,102.59173,87.99866,-0.24545057,989.67,1618.597,1955.92,9217.94,2630.6,10284.96,26.18,1.0243,3.5092,938.2,72.37,47920.0,78.937
2009-08-19,102.47529,87.36445,-0.22419664,996.46,1629.917,1969.24,9279.16,2622.88,10204.0,26.26,0.9837,3.4517,943.7,74.59,47100.0,78.469
2009-08-20,102.593956,87.85404,-0.20412955,1007.37,1647.853,1989.22,9350.05,2663.67,10383.41,25.09,0.9837,3.4313,940.6,73.33,47260.0,78.384
2009-08-21,102.85444,88.87139,-0.17111848,1026.13,1678.836,2020.9,9505.96,2745.62,10238.2,25.01,1.0899,3.5649,953.4,74.19,46900.0,78.044
2009-08-24,102.841896,89.05277,-0.14550634,1025.57,1677.943,2017.98,9509.28,2778.34,10581.05,25.14,1.0163,3.4755,942.4,74.26,49230.0,78.271
2009-08-25,102.8385,88.839226,-0.10621435,1028.0,1681.924,2024.23,9539.29,2801.14,10497.36,24.92,1.0081,3.4348,944.7,71.82,49310.0,78.243
2009-08-26,102.85156,88.60211,-0.10252783,1028.12,1682.294,2024.43,9543.52,2788.9,10639.71,24.95,1.0475,3.4329,944.5,71.65,49630.0,78.661
2009-08-27,102.86164,88.6652,-0.09689065,1030.98,1687.164,2027.73,9580.63,2777.62,10473.97,24.68,1.0396,3.4531,946.0,72.51,49670.0,78.009
2009-08-28,102.83922,88.28642,-0.09808418,1028.93,1684.05,2028.77,9544.2,2803.65,10534.14,24.76,1.0158,3.4456,957.5,72.79,50710.0,78.366
2009-08-31,102.69072,87.93204,-0.15090612,1020.62,1670.523,2009.06,9496.28,2775.17,10492.53,26.01,0.9683,3.3975,952.2,69.65,49700.0,78.172
2009-09-01,102.55609,87.57187,-0.29813477,998.04,1633.633,1968.89,9310.6,2715.74,10530.06,29.15,0.9049,3.3625,955.2,67.73,49220.0,78.76
2009-09-02,102.45948,87.22281,-0.34050906,994.75,1628.661,1967.07,9280.67,2703.76,10280.46,28.9,0.8969,3.3056,977.1,67.66,47530.0,78.376
2009-09-03,102.47946,87.25805,-0.3075938,1003.24,1642.68,1983.2,9344.61,2699.22,10214.64,27.1,0.9126,3.344,996.3,67.12,48050.0,78.465
2009-09-04,102.59116,87.52078,-0.23198596,1016.4,1664.336,2018.78,9441.27,2743.34,10187.11,25.26,0.9281,3.4378,995.4,66.82,49290.0,78.136
2009-09-07,102.59116,87.52078,-0.21956955,,,,,2783.84,10320.94,,0.928,3.4415,,66.53,49380.0,78.012
2009-09-08,102.84549,88.94658,-0.20813867,1025.39,1679.323,2037.77,9497.34,2786.25,10393.23,25.62,0.9359,3.4823,998.5,69.42,49470.0,77.323
2009-09-09,102.969315,89.58353,-0.10850941,1033.37,1692.48,2060.39,9547.22,2820.58,10312.14,24.32,0.9198,3.4711,995.9,69.83,50370.0,77.09
2009-09-10,103.10626,90.700905,-0.03592113,1044.14,1710.136,2084.02,9627.48,2817.5,10513.67,23.55,0.8797,3.3472,995.7,69.86,50010.0,76.817
2009-09-11,103.08317,91.549866,-0.00131672,1042.73,1708.187,2080.9,9605.41,2831.37,10444.33,24.15,0.9033,3.347,1005.2,67.69,49650.0,76.608
2009-09-14,103.253456,92.33271,0.03861879,1049.34,1719.044,2091.78,9626.8,2829.25,10202.06,23.86,0.9193,3.4208,1000.2,67.44,47500.0,76.695
2009-09-15,103.39347,93.8272,0.09000638,1052.63,1724.448,2102.64,9683.41,2843.0,10217.62,23.42,0.9353,3.4541,1005.3,67.35,48220.0,76.544
2009-09-16,103.65691,94.45744,0.133214,1068.76,1750.914,2133.15,9791.71,2882.28,10270.77,23.69,0.9838,3.469,1019.2,71.67,48880.0,76.236
2009-09-17,103.50578,93.97495,0.18337166,1065.49,1745.798,2126.75,9783.92,2895.45,10443.8,23.65,0.9351,3.3836,1012.6,71.55,49760.0,76.188
2009-09-18,103.47473,93.719246,0.15951122,1068.3,1750.427,2132.86,9820.2,2887.24,10370.54,23.92,0.9918,3.4632,1009.4,71.32,49120.0,76.425
